0,10,generations
1,16,philosophers
2,3,writers
3,26,essays
4,22,works
5,22,art
6,2,years
7,25,interpretations
8,25,example
9,14,differences
10,42,works
11,210,art
12,10,close
13,16,views
14,3,at
15,23,first
16,4,small
17,11,investigation
18,40,shelleys
19,220,darkness
20,30,light
21,222,shadows
22,28,nature
23,18,lies
24,216,fact
25,209,plays
26,600,feeling
27,405,pain
28,5,or
29,7,idea
30,216,pain
31,1,people
32,218,pain
33,28,burke
34,2,at
35,9,distances
36,19,modifications
37,24,pain
38,26,terror
39,8,may
40,4,disaster
41,201,people
42,8,desire
43,28,same
44,2,people
45,7,delight
46,222,scenes
47,32,media
48,20,key
49,5,difference
50,2,two
51,5,scenarios
52,206,distance
53,26,burke
54,5,terms
55,8,distance
56,205,ideas
57,34,pain
58,30,terror
59,1,people
60,12,can
61,236,source
62,20,inspiration
63,15,romantic
64,205,period
65,4,main
66,11,interest
67,6,period
68,207,mind
69,6,being
70,205,result
71,212,paintings
72,212,works
73,212,art
74,12,deal
75,6,romantic
76,23,period
77,22,works
78,14,art
79,7,can
80,10,nature
81,14,examples
82,403,being
83,16,wanderer
84,2,sea
85,4,fog
86,9,painting
87,3,shelleys
88,6,darkness
89,2,poetry
90,2,two
91,11,offer
92,14,views
93,4,detail
94,3,parallels
95,10,can
96,3,at
97,8,first
98,202,shelleys
99,202,mountain
100,402,splendour
101,206,area
102,1,shelley
103,202,attributes
104,2,mountain
105,3,qualities
106,8,leap
107,15,bursts
108,5,raves
109,240,shelley
110,10,winds
111,40,shelley
112,3,mountain
113,16,source
114,6,dwarf
115,5,making
116,8,feel
117,4,small
118,4,wonders
119,9,nature
120,208,positive
121,214,view
122,5,shelleys
123,5,choice
124,10,lexicon
125,209,part
126,18,positive
127,15,or
128,2,at
129,3,connotation
130,205,still
131,216,shelley
132,204,possession
133,12,still
134,34,power
135,16,shelley
136,8,lines
137,28,beauty
138,3,mountain
139,3,left
140,6,trance
141,65,shelley
142,65,white
143,6,purity
144,208,black
145,8,vision
146,11,darkness
147,15,does
148,208,attempt
149,12,situation
150,228,end
151,32,life
152,8,earth
153,10,idea
154,3,sense
155,65,reader
156,15,shelley
157,11,dark
158,206,atmosphere
159,6,famine
160,39,fed
161,5,clouds
162,28,heavy
163,208,images
164,210,thoughts
165,12,figure
166,10,dark
167,7,tones
168,3,he
169,20,example
170,4,forests
171,20,set
172,18,fire
173,3,gloom
174,2,dead
175,15,takes
176,404,qualities
177,207,repetition
178,204,sounds
179,13,echoes
180,39,readers
181,32,voice
182,5,void
183,13,left
184,222,end
185,21,life
186,211,view
187,10,appeals
188,9,dark
189,217,vision
190,30,terror
191,11,ideas
192,22,pain
193,7,death
194,3,reader
195,202,sense
196,8,despair
197,6,clear
198,2,message
199,6,nature
200,207,does
201,23,care
202,6,fate
203,11,race
204,14,efforts
205,5,humanity
206,14,path
207,2,he
208,28,nature
209,9,showing
210,210,side
211,9,opposition
212,6,aspects
213,3,he
214,18,touches
215,18,difference
216,10,earth
217,4,civilisations
218,30,rise
219,16,fall
220,41,seconds
221,18,life
222,13,earth
223,8,widening
224,12,gap
225,20,natural
226,6,home
227,16,same
228,207,idea
229,5,alienation
230,8,nature
231,31,sounds
232,157,shelleys
233,7,vision
234,61,white
235,10,facade
236,11,scene
237,105,young
238,12,ruin
239,9,shows
240,3,shelleys
241,6,phenomena
242,3,mountains
243,6,standards
244,11,stretch
245,4,time
246,4,he
247,32,world
248,8,possession
249,52,unknown
250,240,shelley
251,40,sorts
252,31,lives
253,11,race
254,33,man
255,203,shelley
256,7,gleams
257,12,high
258,202,shelley
259,3,mountain
260,7,perils
261,5,plague
262,7,dark
263,238,shelley
264,40,romanticist
265,27,shelley
266,408,power
267,9,mind
268,3,imagination
269,9,defence
270,2,poetry
271,204,he
272,4,at
273,32,relation
274,202,he
275,207,attributes
276,404,power
277,405,mind
278,5,he
279,56,text
280,210,mind
281,10,universe
282,16,minds
283,13,impressions
284,4,reversal
285,7,relationship
286,205,humanity
287,609,reality
288,602,being
289,22,living
290,405,reality
291,206,reality
292,15,impressions
293,2,outside
294,215,world
295,217,power
296,13,hold
297,10,reality
298,6,enormity
299,27,source
300,19,nature
301,3,mountain
302,9,terror
303,204,one
304,204,destruction
305,30,body
306,8,one
307,7,destruction
308,404,power
309,26,mind
310,10,holds
311,5,mountain
312,230,shade
313,9,phantom
314,54,image
315,216,shelley
316,12,can
317,6,still
318,228,witch
319,28,shelley
320,6,clear
321,416,power
322,9,reality
323,28,mind
324,19,holds
325,18,shelley
326,27,opening
327,222,lines
328,208,universe
329,5,flows
330,11,mind
331,15,scale
332,11,universe
333,8,or
334,10,earth
335,11,understanding
336,220,minds
337,17,capacity
338,16,darkness
339,219,end
340,230,life
341,6,earth
342,7,experience
343,214,mind
344,4,potential
345,207,lies
346,16,soul
347,11,answer
348,6,question
349,26,or
350,210,functions
351,4,can
352,2,two
353,7,do
354,13,attempt
355,9,answers
356,9,explorations
357,3,subtleties
358,13,device
359,2,at
360,14,same
361,9,time
362,5,serving
363,3,forays
364,207,depths
365,229,mind
366,40,power
367,215,shelley
368,18,creators
